Objects, 1
Object:, First Vertice:, Vertices:, First Triangle:, Triangles:
Circle.010, 1, 11, 1, 20

Vertices, 11
Vertice:, X:, Y:, Z:
1, -0.046986907705065306, -5.887084022164345, -1.008084215515197
2, -0.2933349683880806, -5.682613180251792, -1.0570857524871826
3, -0.279041551053524, -5.682613168377429, -0.9119638055562973
4, -0.20598625391721725, -5.684368795074988, -0.8143424987792969
5, 0.07125906646251678, -5.678884814027697, -0.7868616282939911
6, -0.07157381251454353, -5.678884842898697, -1.257718175649643
7, -0.22459404915571213, -5.68261319026351, -1.1856912076473236
8, 0.1850677952170372, -5.682613175595179, -0.9119640439748764
9, 0.09255792945623398, -5.682613194454461, -1.216928094625473
10, -0.09598839282989502, -5.682613176759332, -0.7617362886667252
11, 0.19305365532636642, -5.678884813562036, -1.08089978992939

Triangles, 10
Triangle:, Side1:, Side2:, Side3:
1, 5, 1, 10
2, 6, 1, 9
3, 10, 1, 4
4, 11, 1, 8
5, 4, 1, 3
6, 8, 1, 5
7, 2, 1, 7
8, 2, 1, 3
9, 9, 1, 11
10, 7, 1, 6

Colors, 10
Triangle:, Red:, Green:, Blue:
1, 27, 34, 59
2, 27, 34, 59
3, 27, 34, 59
4, 27, 34, 59
5, 27, 34, 59
6, 27, 34, 59
7, 27, 34, 59
8, 27, 34, 59
9, 27, 34, 59
10, 27, 34, 59

Textures, 0
UV Map Id:, Texture Wrapping, Texture_Path

UVMaps, 0
Triangle:, UV Map Id:, vector1_uv_x, vector1_uv_y, vector2_uv_x, vector2_uv_y, vector3_uv_x, vector3_uv_x
