Objects, 1
Object:, First Vertice:, Vertices:, First Triangle:, Triangles:
Sphere.039, 1, 53, 1, 200

Vertices, 53
Vertice:, X:, Y:, Z:
1, 0.35001252591609955, -2.044497489929199, -0.913981705904007
2, 0.39563922584056854, -2.0368406772613525, -0.9434505999088287
3, 0.36255037784576416, -2.0362954139709473, -0.9485551416873932
4, 0.3640015572309494, -2.027329444885254, -0.9295916855335236
5, 0.35737529397010803, -2.0445821285247803, -0.9050871431827545
6, 0.39638055860996246, -2.0394091606140137, -0.910851389169693
7, 0.3675822764635086, -2.04469633102417, -0.8996886312961578
8, 0.359035387635231, -2.032203197479248, -0.9397400915622711
9, 0.3496246188879013, -2.0388801097869873, -0.9258712828159332
10, 0.39918258786201477, -2.0369174480438232, -0.9371103346347809
11, 0.3822080194950104, -2.0448575019836426, -0.898866206407547
12, 0.3949209302663803, -2.0450055599212646, -0.9052497446537018
13, 0.3712398558855057, -2.0363237857818604, -0.9520720541477203
14, 0.3732144832611084, -2.0390543937683105, -0.9016713201999664
15, 0.3863852173089981, -2.030106544494629, -0.9424732029438019
16, 0.40373095870018005, -2.0451009273529053, -0.9169547855854034
17, 0.3890090137720108, -2.0365540981292725, -0.907579094171524
18, 0.3843289017677307, -2.0273826122283936, -0.9373104870319366
19, 0.40522684156894684, -2.0451178550720215, -0.9342041313648224
20, 0.3988434076309204, -2.0450501441955566, -0.9469179213047028
21, 0.3780410587787628, -2.0361180305480957, -0.9523427784442902
22, 0.38988687098026276, -2.0449485778808594, -0.9542044699192047
23, 0.352880597114563, -2.038917064666748, -0.9409544765949249
24, 0.3805629312992096, -2.0365078449249268, -0.9038167297840118
25, 0.3997820317745209, -2.0368874073028564, -0.9203915894031525
26, 0.375701904296875, -2.0447838306427, -0.9578653872013092
27, 0.36198699474334717, -2.044632911682129, -0.9540840685367584
28, 0.3815045654773712, -2.02553653717041, -0.9267741739749908
29, 0.35309337079524994, -2.044532299041748, -0.9467200338840485
30, 0.39358219504356384, -2.0305745601654053, -0.9241942465305328
31, 0.3476948142051697, -2.044471025466919, -0.9365129768848419
32, 0.3584817200899124, -2.030040740966797, -0.9267185032367706
33, 0.3466128557920456, -2.0444588661193848, -0.9250169098377228
34, 0.38669711351394653, -2.037153482437134, -0.9510771334171295
35, 0.37542280554771423, -2.0268843173980713, -0.9166219532489777
36, 0.3708575516939163, -2.025393486022949, -0.9280501902103424
37, 0.3520667105913162, -2.0358102321624756, -0.9316834509372711
38, 0.3664705604314804, -2.028440237045288, -0.9390888512134552
39, 0.3646722733974457, -2.0285141468048096, -0.9181760847568512
40, 0.37277351319789886, -2.025555372238159, -0.9233746826648712
41, 0.37240636348724365, -2.032010793685913, -0.9080779850482941
42, 0.40091148018836975, -2.036900281906128, -0.9300216734409332
43, 0.37876181304454803, -2.0256845951080322, -0.933597594499588
44, 0.3844795227050781, -2.02752947807312, -0.9192329943180084
45, 0.39098645746707916, -2.028489351272583, -0.9288317263126373
46, 0.3748960793018341, -2.0286905765533447, -0.9431970417499542
47, 0.3916563391685486, -2.03236985206604, -0.9147613346576691
48, 0.35297641158103943, -2.035834789276123, -0.9204966127872467
49, 0.3884136825799942, -2.0345730781555176, -0.9091205894947052
50, 0.3879700154066086, -2.0330188274383545, -0.9102804958820343
51, 0.36402392387390137, -2.036482572555542, -0.9063510000705719
52, 0.35664474964141846, -2.0363991260528564, -0.912640243768692
53, 0.3761080950498581, -2.027371406555176, -0.9149872362613678

Triangles, 100
Triangle:, Side1:, Side2:, Side3:
1, 1, 33, 5
2, 44, 50, 47
3, 39, 48, 52
4, 2, 19, 20
5, 13, 21, 26
6, 45, 44, 47
7, 11, 7, 5
8, 15, 45, 10
9, 14, 7, 11
10, 12, 11, 5
11, 25, 47, 6
12, 16, 12, 5
13, 51, 52, 5
14, 4, 38, 8
15, 19, 16, 5
16, 41, 39, 51
17, 15, 2, 34
18, 20, 19, 5
19, 25, 6, 16
20, 22, 20, 5
21, 40, 36, 39
22, 26, 22, 5
23, 46, 15, 21
24, 34, 2, 20
25, 27, 26, 5
26, 13, 28, 46
27, 29, 27, 5
28, 15, 34, 21
29, 31, 29, 5
30, 40, 38, 36
31, 33, 31, 5
32, 42, 25, 16
33, 3, 24, 13
