Objects, 1
Object:, First Vertice:, Vertices:, First Triangle:, Triangles:
Plane.014, 1, 8, 1, 12

Vertices, 8
Vertice:, X:, Y:, Z:
1, 1.2255989611148834, -2.000202178955078, -1.2608751058578491
2, 1.2337155044078827, -2.000202178955078, -1.2608751058578491
3, 1.2337155044078827, -2.0034611225128174, -1.54885733127594
4, 1.2255988419055939, -2.0034611225128174, -1.54885733127594
5, 1.2255989611148834, -2.0091748237609863, -1.5487927198410034
6, 1.2337155044078827, -2.0091748237609863, -1.5487927198410034
7, 1.2337156236171722, -2.005915880203247, -1.2608104944229126
8, 1.2255989015102386, -2.005915880203247, -1.2608104944229126

Triangles, 12
Triangle:, Side1:, Side2:, Side3:
1, 1, 4, 3
2, 1, 3, 2
3, 3, 4, 5
4, 3, 5, 6
5, 4, 1, 8
6, 4, 8, 5
7, 1, 2, 7
8, 1, 7, 8
9, 2, 3, 6
10, 2, 6, 7
11, 6, 5, 8
12, 6, 8, 7

Colors, 12
Triangle:, Red:, Green:, Blue:
1, 204, 204, 204
2, 204, 204, 204
3, 204, 204, 204
4, 204, 204, 204
5, 204, 204, 204
6, 204, 204, 204
7, 204, 204, 204
8, 204, 204, 204
9, 204, 204, 204
10, 204, 204, 204
11, 204, 204, 204
12, 204, 204, 204

Textures, 0
UV Map Id:, Texture Wrapping, Texture_Path

UVMaps, 0
Triangle:, UV Map Id:, vector1_uv_x, vector1_uv_y, vector2_uv_x, vector2_uv_y, vector3_uv_x, vector3_uv_x
