Objects, 1
Object:, First Vertice:, Vertices:, First Triangle:, Triangles:
Plane.009, 1, 4, 1, 2

Vertices, 4
Vertice:, X:, Y:, Z:
1, 1.361928053200245, 1.203441858291626, -3.6088638305664062
2, 1.361928053200245, -3.1982009410858154, -3.2672324180603027
3, -1.4077364727854729, -3.1982007026672363, -3.2672324180603027
4, -1.4077358767390251, 1.2034428119659424, -3.6088638305664062

Triangles, 2
Triangle:, Side1:, Side2:, Side3:
1, 1, 4, 3
2, 1, 3, 2

Colors, 2
Triangle:, Red:, Green:, Blue:
1, 1, 1, 1
2, 1, 1, 1

Textures, 0
UV Map Id:, Texture Wrapping, Texture_Path

UVMaps, 0
Triangle:, UV Map Id:, vector1_uv_x, vector1_uv_y, vector2_uv_x, vector2_uv_y, vector3_uv_x, vector3_uv_x
