Objects, 1
Object:, First Vertice:, Vertices:, First Triangle:, Triangles:
Plane.003, 1, 5, 1, 10

Vertices, 5
Vertice:, X:, Y:, Z:
1, -0.03823661804199219, -2.015711188316345, -0.9683660268783569
2, -0.006870925426483154, -2.015711188316345, -0.9683661460876465
3, -0.0218198299407959, -2.0218268632888794, -1.2563159465789795
4, -0.0064280033111572266, -2.021424889564514, -0.9683014154434204
5, -0.03823661804199219, -2.021424889564514, -0.9683012962341309

Triangles, 6
Triangle:, Side1:, Side2:, Side3:
1, 1, 3, 2
2, 3, 1, 5
3, 1, 2, 4
4, 1, 4, 5
5, 2, 3, 4
6, 3, 5, 4

Colors, 6
Triangle:, Red:, Green:, Blue:
1, 204, 204, 204
2, 204, 204, 204
3, 204, 204, 204
4, 204, 204, 204
5, 204, 204, 204
6, 204, 204, 204

Textures, 0
UV Map Id:, Texture Wrapping, Texture_Path

UVMaps, 0
Triangle:, UV Map Id:, vector1_uv_x, vector1_uv_y, vector2_uv_x, vector2_uv_y, vector3_uv_x, vector3_uv_x
