Objects, 1
Object:, First Vertice:, Vertices:, First Triangle:, Triangles:
Circle.016, 1, 9, 1, 28

Vertices, 9
Vertice:, X:, Y:, Z:
1, 0.01406015083193779, 20.909816399216652, -2.4845868833363056
2, 0.026434224098920822, 21.24919694662094, -2.441653087269515
3, -0.0816258005797863, 21.249197274446487, -2.4561366755515337
4, 0.013029832392930984, 21.11676187813282, -2.6199807822704315
5, -0.06089433655142784, 20.907701179385185, -2.4132082127034664
6, -0.07534513622522354, 21.117459699511528, -2.27976793050766
7, -0.0676426850259304, 21.061017986387014, -2.6212914437055588
8, -0.027595786806841716, 21.27398817241192, -2.448894154602897
9, 0.012450829148292542, 21.061015451326966, -2.2764949798583984

Triangles, 14
Triangle:, Side1:, Side2:, Side3:
1, 4, 2, 8
2, 1, 9, 2
3, 3, 8, 6
4, 5, 1, 7
5, 6, 5, 7
6, 1, 4, 7
7, 9, 1, 5
8, 6, 2, 9
9, 1, 2, 4
10, 7, 4, 3
11, 6, 9, 5
12, 6, 7, 3
13, 3, 4, 8
14, 8, 2, 6

Colors, 14
Triangle:, Red:, Green:, Blue:
1, 1, 1, 1
2, 1, 1, 1
3, 1, 1, 1
4, 1, 1, 1
5, 1, 1, 1
6, 1, 1, 1
7, 1, 1, 1
8, 1, 1, 1
9, 1, 1, 1
10, 1, 1, 1
11, 1, 1, 1
12, 1, 1, 1
13, 1, 1, 1
14, 1, 1, 1

Textures, 2
UV Map Id:, Texture Wrapping, Texture_Path
0, 1, data/textures/cockpit/wood.png
1, 1, data/textures/stripes.png

UVMaps, 0
Triangle:, UV Map Id:, vector1_uv_x, vector1_uv_y, vector2_uv_x, vector2_uv_y, vector3_uv_x, vector3_uv_x
