Objects, 1
Object:, First Vertice:, Vertices:, First Triangle:, Triangles:
Cylinder.007, 1, 134, 1, 400

Vertices, 134
Vertice:, X:, Y:, Z:
1, -0.0035442066728137434, -2.2855483051389456, 0.006867817835882306
2, -0.41179601376643404, -2.285548275336623, -0.7370017766952515
3, -0.07045414572348818, -2.3014554791152477, -0.0938689187169075
4, -0.41687209432711825, -2.3032707385718822, -0.7340711355209351
5, -0.05096334865083918, -2.301455480977893, -0.10512193292379379
6, 0.43490840966114774, -2.2789004306541756, -0.7304185628890991
7, -0.04797577386489138, -2.285548297688365, -0.10684681683778763
8, -0.41925484960665926, -2.277648687828332, -0.732695460319519
9, -0.05096334865083918, -2.280812835582765, -0.10512193292379379
10, 0.4410909610451199, -2.297283675521612, -0.7268490195274353
11, -0.04797577013960108, -2.296720016747713, -0.10684681683778763
12, -0.4147836369811557, -2.2808128166070674, -0.7352769374847412
13, -0.00043497175283846445, -2.3057095520198345, 0.005010246153688058
14, -0.4383110803901218, -2.291134146042168, -0.7216933369636536
15, -0.07216812198748812, -2.283024751348421, -0.09287935495376587
16, 0.42730956251034513, -2.305782275274396, -0.734805703163147
17, -0.41101176565280184, -2.288286487571895, -0.7374545931816101
18, -0.43218589847674593, -2.3032707441598177, -0.7252296805381775
19, -0.07216812198748812, -2.2992435693740845, -0.09287935495376587
20, -0.41478360717883334, -2.3014554660767317, -0.7352769374847412
21, -0.05305183579912409, -2.303270749747753, -0.10391614586114883
22, 0.4186183708370663, -2.303367605432868, -0.7398235201835632
23, -0.04719149222364649, -2.288286509923637, -0.10729961842298508
24, -0.41687212412944064, -2.2789975507184863, -0.7340711355209351
25, -0.04924937238683924, -2.283024745993316, -0.10611149668693542
26, 0.41243584925541654, -2.284984366502613, -0.7433931231498718
27, -0.04719149222364649, -2.2939818035811186, -0.10729961842298508
28, -0.4130696458159946, -2.2830247248057276, -0.7362664937973022
29, -0.06339749222388491, -2.305450242012739, -0.09794307500123978
30, -0.4380462569533847, -2.288286503404379, -0.7218461632728577
31, -0.07344172423472628, -2.2855483032763004, -0.09214404225349426
32, 0.4262173073948361, -2.276485773269087, -0.7354363799095154
33, 0.00041298510041087866, -2.2768175075761974, 0.00594498123973608
34, -0.06598291819682345, -2.277648702263832, -0.09645038098096848
35, -0.07449081813683733, -2.291134161874652, -0.09153833985328674
36, 0.0018819012329913676, -2.277647349052131, 0.007742931134998798
37, -0.06598291819682345, -2.304619614034891, -0.09645038098096848
38, -0.4192548198043369, -2.3046196065843105, -0.732695460319519
39, -0.04692667623749003, -2.291134157218039, -0.10745251178741455
40, 0.07920800620922819, -2.296753378584981, -0.09954030811786652
41, -0.055434576177503914, -2.2776487001683563, -0.10254047811031342
42, -0.06339749967446551, -2.276818073587492, -0.09794307500123978
43, -0.055434576177503914, -2.304619612172246, -0.10254047811031342
44, -0.4107469422160648, -2.29113413579762, -0.7376075387001038
45, -0.07344171678414568, -2.2967200204730034, -0.09214404225349426
46, -0.43427441542735323, -2.3014554735273123, -0.7240239381790161
47, -0.07045414572348818, -2.2808128387550823, -0.0938689187169075
48, 0.0007972138118930161, -2.3054508697241545, 0.006610605516470969
49, -0.0004128834334551357, -2.305730540305376, 0.00529005381395109
50, -0.0015332066104747355, -2.305450528860092, 0.00412577111274004
51, -0.07422600215068087, -2.2882865155115724, -0.09169123321771622
52, -0.002978431701194495, -2.3046204894781113, 0.0023690066300332546
53, -0.06836565857520327, -2.303270749747753, -0.09507471323013306
54, -0.42721776192774996, -2.305450238287449, -0.7280980944633484
55, -0.04924937238683924, -2.2992435675114393, -0.10611149668693542
56, 0.050100029504392296, -2.2855604207143188, -0.11635276675224304
57, -0.05305183579912409, -2.2789975664345548, -0.10391614586114883
58, -0.4218402606784366, -2.2768180649727583, -0.7312027215957642
59, -0.05801999842515215, -2.305450242012739, -0.10104777663946152
60, -0.4130696160136722, -2.299243552610278, -0.7362664937973022
61, -0.07422600215068087, -2.2939818063750863, -0.09169123321771622
62, -0.435988376790192, -2.299243561923504, -0.7230343818664551
63, -0.06836565857520327, -2.2789975692285225, -0.09507469832897186
64, -0.0019220864051021636, -2.2768171781208366, 0.0034521155757829547
65, -0.41101173585047945, -2.293981783092022, -0.7374545931816101
66, -0.0007103406824171543, -2.2765375021845102, 0.004775478912051767
67, -0.43726197903743014, -2.2855482902377844, -0.7222990393638611
68, 0.0013510009157471359, -2.278997436980717, 0.006135151139460504
69, 0.0018731223535723984, -2.280812706449069, 0.006436598254367709
70, 0.002301617118064314, -2.2830246191006154, 0.006683990126475692
71, 0.002620016282889992, -2.285548171494156, 0.006867817835882306
72, 0.0028160857618786395, -2.2882863832637668, 0.006981018697842956
73, 0.0028822902240790427, -2.291134030558169, 0.007019242038950324
74, 0.002816085994709283, -2.2939816750586033, 0.006981018697842956
75, 0.0026200153515674174, -2.2967198863625526, 0.006867817370221019
76, 0.0023016154882498085, -2.299243437126279, 0.006683989078737795
77, 0.0018731207237578928, -2.301455345004797, 0.006436597206629813
78, 0.0013509996351785958, -2.3032706156373024, 0.006135150324553251
79, 0.0007553145405836403, -2.3046194799244404, 0.005791231349576265
80, -0.4218402606784366, -2.305450238287449, -0.7312027812004089
81, -0.4380462569533847, -2.2939817933365703, -0.7218461632728577
82, -0.41179601376643404, -2.2967199962586164, -0.7370017766952515
83, -0.435988376790192, -2.2830247404053807, -0.7230343818664551
84, -0.0024774541961960495, -2.3032706156373024, 0.00392479047877714
85, -0.002999576448928565, -2.3014553487300873, 0.003623342840000987
86, -0.0034280705149285495, -2.2992434352636337, 0.0033759516663849354
87, -0.0037464703782461584, -2.2967198863625526, 0.0031921231420710683
88, -0.003942539857234806, -2.2939816722646356, 0.003078922047279775
89, -0.00400874501792714, -2.2911340268328786, 0.0030406987061724067
90, -0.003942540555726737, -2.2882863795384765, 0.0030789219308644533
91, -0.0037464710767380893, -2.285548167768866, 0.003192122792825103
92, -0.003428071446251124, -2.2830246158409864, 0.0033759510843083262
93, -0.0029995771474204957, -2.280812705605058, 0.003623342257924378
94, -0.0024774553603492677, -2.278997435234487, 0.003924789605662227
95, -0.001881771080661565, -2.277648569084704, 0.00426870834780857
96, -0.4245289964019321, -2.3057307079434395, -0.7296503782272339
97, -0.4298031431972049, -2.304619612172246, -0.7266053557395935
98, 0.00095757917733863, -2.304619614034891, 0.004268709686584771
99, -0.003544206207152456, -2.2967200204730034, 0.006867817370221019
100, 0.002075386990327388, -2.280812839308055, 0.003623342956416309
101, 0.002503881056327373, -2.283024749485776, 0.003375951782800257
102, 0.002822280686814338, -2.2855483014136553, 0.0031921236077323556
103, 0.0030845546280033886, -2.2911341609433293, 0.0030406996374949813
104, 0.0009575808071531355, -2.2776487027294934, 0.004268708871677518
105, -0.0037402763846330345, -2.288286516442895, 0.006981018697842956
106, -0.0027973129763267934, -2.2808128400938585, 0.006436598370783031
107, -0.058019994699861854, -2.2768180726561695, -0.10104777663946152
108, -0.0022751903743483126, -2.303270749747753, 0.006135150673799217
109, -0.003740276617463678, -2.293981809169054, 0.006981018697842956
110, 0.0015532635734416544, -2.303270749747753, 0.0039247910608537495
111, 0.003018349700141698, -2.2939818063750863, 0.0030789229786023498
112, -0.003225806343834847, -2.2992435712367296, 0.006683989078737795
113, -0.0016795070259831846, -2.277648703660816, 0.005791232688352466
114, -0.001679505396168679, -2.304619614034891, 0.005791231582406908
115, -0.43726197903743014, -2.2967200074344873, -0.7222990393638611
116, 0.003018350398633629, -2.288286513648927, 0.0030789225129410625
117, -0.0022751913056708872, -2.2789975706255063, 0.006135151255875826
118, -0.0038064810796640813, -2.2911341646686196, 0.007019242038950324
119, -0.003225807740818709, -2.283024752745405, 0.006683989893645048
120, 0.0015532649704255164, -2.2789975688792765, 0.003924790245946497
121, -0.0027973115793429315, -2.3014554791152477, 0.006436597555875778
122, -0.4245289964019321, -2.276537600904703, -0.7296503782272339
123, 0.00031122396467253566, -2.305450242012739, 0.004641883133444935
124, -0.0010331514058634639, -2.2768180740531534, 0.005418058950453997
125, -0.0010331504163332283, -2.305450242012739, 0.005418058251962066
126, 0.002503880125004798, -2.2992435675114393, 0.0033759522484615445
127, 0.0020753860590048134, -2.301455482840538, 0.003623343538492918
128, 0.0028222797554917634, -2.2967200204730034, 0.003192124073393643
129, -0.00034104206861229613, -2.2765587631147355, 0.004956014250637963
130, 0.0003112254198640585, -2.2768180740531534, 0.004641882420401089
131, -0.42721776192774996, -2.27681806916371, -0.7280980944633484
132, -0.4298031431972049, -2.277648696443066, -0.7266053557395935
133, -0.43218589847674593, -2.278997561777942, -0.7252296805381775
134, -0.43427441542735323, -2.2808128294709604, -0.7240239381790161

Triangles, 200
